Date/time,Num Foto,Temperature,Humidity,Pressure,Pitch,Roll,Yaw,Compass N:,Latitude,Longitude,Reverse-geocoder
2023-05-04 07:05:45.350679,11,54.6177,32.3908,999.5979,295.373,209.745,295.419,295.506157328208,49.33425397192362,-75.9574563383998,IERS2010 latitude +49.3343 N longitude -75.9575 E elevation 423843.1 m
2023-05-04 07:06:01.048617,12,54.4951,32.3012,999.6125,295.373,209.745,295.601,295.7015690403621,49.64361924856264,-74.54014960189488,IERS2010 latitude +49.6436 N longitude -74.5401 E elevation 423933.7 m
2023-05-04 07:06:16.726392,13,54.5564,32.3729,999.6265,295.373,209.745,295.813,295.933412981549,49.9333185082688,-73.10686947609238,IERS2010 latitude +49.9333 N longitude -73.1069 E elevation 424018.7 m
2023-05-04 07:06:32.452242,14,54.6514,32.4087,999.6492,295.373,209.745,296.059,296.1852010751124,50.20425184625906,-71.65159010666781,IERS2010 latitude +50.2043 N longitude -71.6516 E elevation 424098.3 m
2023-05-04 07:06:48.147733,15,54.1181,32.3729,999.6431,295.373,209.745,296.324,296.47501966197433,50.45459479307607,-70.18259803103295,IERS2010 latitude +50.4546 N longitude -70.1826 E elevation 424172.1 m
2023-05-04 07:07:03.840071,16,54.4859,32.5161,999.6729,295.373,209.745,296.628,296.78139462738443,50.68447836727533,-68.69826612746566,IERS2010 latitude +50.6845 N longitude -68.6983 E elevation 424240.1 m
2023-05-04 07:07:19.534097,17,54.3143,32.355,999.6121,295.373,209.745,296.937,297.09317227242803,50.893590477616875,-67.19935694860074,IERS2010 latitude +50.8936 N longitude -67.1994 E elevation 424302.3 m
2023-05-04 07:07:35.234910,18,54.489,32.3371,999.6121,295.373,209.745,297.256,297.42246935269264,51.08166175174054,-65.68640859476798,IERS2010 latitude +51.0817 N longitude -65.6864 E elevation 424358.5 m
2023-05-04 07:07:50.923473,19,54.4798,32.3191,999.585,295.373,209.745,297.592,297.7624625091976,51.248157296828495,-64.16255775652408,IERS2010 latitude +51.2482 N longitude -64.1626 E elevation 424408.6 m
2023-05-04 07:08:06.626075,20,54.5135,32.4445,999.5964,295.373,209.745,297.932,298.1014994392186,51.39306821947594,-62.62661418060483,IERS2010 latitude +51.3931 N longitude -62.6266 E elevation 424452.7 m
2023-05-04 07:08:22.324763,21,54.3694,32.4266,999.6177,295.373,209.745,298.273,298.4457819545223,51.51596645338863,-61.081648231818946,IERS2010 latitude +51.5160 N longitude -61.0816 E elevation 424490.7 m
2023-05-04 07:08:38.018629,22,54.6698,32.4803,999.5706,295.373,209.745,298.624,298.80485865956825,51.61664539084513,-59.529261897362424,IERS2010 latitude +51.6166 N longitude -59.5293 E elevation 424522.4 m
2023-05-04 07:08:53.714932,23,54.4215,32.4982,999.6089,295.373,209.745,298.989,299.17491830879953,51.69497712352597,-57.97031042211921,IERS2010 latitude +51.6950 N longitude -57.9703 E elevation 424548.0 m
2023-05-04 07:09:09.422477,24,54.397,32.4982,999.5798,295.373,209.745,299.363,299.5530102604947,51.7508293299592,-56.40582114939401,IERS2010 latitude +51.7508 N longitude -56.4058 E elevation 424567.2 m
2023-05-04 07:09:25.142091,25,54.6147,32.5161,999.5459,295.373,209.745,299.743,299.9370854579029,51.78408809421019,-54.83611577793679,IERS2010 latitude +51.7841 N longitude -54.8361 E elevation 424580.2 m
2023-05-04 07:09:40.838346,26,54.4828,32.4803,999.5977,295.373,209.745,300.134,300.33311348635857,51.794608857919094,-53.267576137860125,IERS2010 latitude +51.7946 N longitude -53.2676 E elevation 424586.9 m
2023-05-04 07:09:56.534575,27,54.4583,32.534,999.5728,295.373,209.745,300.532,300.734714949177,51.78245050825519,-51.69908778505867,IERS2010 latitude +51.7825 N longitude -51.6991 E elevation 424587.3 m
2023-05-04 07:10:12.236194,28,54.4093,32.6057,999.531,295.373,209.745,300.944,301.1589516589048,51.74762018842203,-50.13179650596093,IERS2010 latitude +51.7476 N longitude -50.1318 E elevation 424581.4 m
2023-05-04 07:10:27.920836,29,54.2989,32.5699,999.5525,295.373,209.745,301.382,301.6086991251826,51.69024654046931,-48.569319471248775,IERS2010 latitude +51.6902 N longitude -48.5693 E elevation 424569.2 m
2023-05-04 07:10:43.620159,30,54.4828,32.6236,999.5283,295.373,209.745,301.836,302.06392440317484,51.61034272096131,-47.01061030595384,IERS2010 latitude +51.6103 N longitude -47.0106 E elevation 424550.7 m
2023-05-04 07:10:59.344906,31,54.4767,32.5878,999.592,295.373,209.745,302.288,302.51007918994924,51.5078911825436,-45.45574195124871,IERS2010 latitude +51.5079 N longitude -45.4557 E elevation 424525.9 m
2023-05-04 07:11:15.045673,32,54.5043,32.5699,999.5735,295.373,209.745,302.731,302.9528427878007,51.38339594261299,-43.91124425137367,IERS2010 latitude +51.3834 N longitude -43.9112 E elevation 424495.0 m
2023-05-04 07:11:30.772937,33,54.4185,32.6415,999.5552,295.373,209.745,303.176,303.3983008952798,51.23666269718584,-42.37356802375479,IERS2010 latitude +51.2367 N longitude -42.3736 E elevation 424457.9 m
2023-05-04 07:11:46.473415,34,54.3327,32.5878,999.5237,295.373,209.745,303.622,303.8465696256023,51.06845401423313,-40.84946039713231,IERS2010 latitude +51.0685 N longitude -40.8495 E elevation 424414.7 m
2023-05-04 07:12:02.192323,35,54.6361,32.6057,999.5298,295.373,209.745,304.073,304.30505973401773,50.87857798575721,-39.33575758104064,IERS2010 latitude +50.8786 N longitude -39.3358 E elevation 424365.4 m
2023-05-04 07:12:17.891875,36,54.1855,32.6236,999.5161,295.373,209.745,304.56,304.81158997796047,50.667806742907786,-37.837347802047425,IERS2010 latitude +50.6678 N longitude -37.8373 E elevation 424310.2 m
2023-05-04 07:12:33.585581,37,54.2897,32.6594,999.533,295.373,209.745,305.061,305.30942880618437,50.43635084550489,-36.354071374805926,IERS2010 latitude +50.4364 N longitude -36.3541 E elevation 424249.1 m
2023-05-04 07:12:49.301936,38,54.2928,32.7668,999.5527,295.373,209.745,305.557,305.802858747299,50.18420330800869,-34.884776411693466,IERS2010 latitude +50.1842 N longitude -34.8848 E elevation 424182.2 m
2023-05-04 07:13:05.003658,39,54.4307,32.6594,999.5339,295.373,209.745,306.043,306.2821638572101,49.912195766773515,-33.43311510015303,IERS2010 latitude +49.9122 N longitude -33.4331 E elevation 424109.5 m
2023-05-04 07:13:20.721411,40,54.2867,32.7131,999.5356,295.373,209.745,306.518,306.7554003440436,49.62026861558863,-31.997532495598414,IERS2010 latitude +49.6203 N longitude -31.9975 E elevation 424031.2 m
2023-05-04 07:13:36.422172,41,54.4307,32.6057,999.5527,295.373,209.745,306.991,307.22625309485676,49.30946648642128,-30.58184482537836,IERS2010 latitude +49.3095 N longitude -30.5818 E elevation 423947.5 m
2023-05-04 07:13:52.117138,42,54.4461,32.7848,999.531,295.373,209.745,307.463,307.69572614745755,48.97997487653925,-29.185385317429496,IERS2010 latitude +48.9800 N longitude -29.1854 E elevation 423858.4 m
2023-05-04 07:14:07.809507,43,54.2376,32.731,999.5366,295.373,209.745,307.932,308.16441714339845,48.63234707108806,-27.809098047517942,IERS2010 latitude +48.6323 N longitude -27.8091 E elevation 423764.1 m
2023-05-04 07:14:23.503134,44,54.4215,32.6594,999.5471,295.373,209.745,308.394,308.6217495347496,48.26690912053569,-26.452898903156864,IERS2010 latitude +48.2669 N longitude -26.4529 E elevation 423664.6 m
2023-05-04 07:14:39.194187,45,54.5166,32.7131,999.5244,295.373,209.745,308.85,309.072767416213,47.88429874308294,-25.117782347642155,IERS2010 latitude +47.8843 N longitude -25.1178 E elevation 423560.2 m
2023-05-04 07:14:54.885431,46,54.3572,32.6773,999.5549,295.373,209.745,309.293,309.51225252326293,47.48474228458046,-23.803198236100176,IERS2010 latitude +47.4847 N longitude -23.8032 E elevation 423450.9 m
2023-05-04 07:15:10.590416,47,54.4093,32.8027,999.5361,295.373,209.745,309.736,309.95757744205315,47.06834927546986,-22.508340936604174,IERS2010 latitude +47.0683 N longitude -22.5083 E elevation 423336.9 m
2023-05-04 07:15:26.299256,48,54.4583,32.8027,999.5334,295.373,209.745,310.18,310.40131092676677,46.636032168399346,-21.234849906400846,IERS2010 latitude +46.6360 N longitude -21.2348 E elevation 423218.3 m
2023-05-04 07:15:42.006375,49,54.3541,32.7668,999.5093,295.373,209.745,310.62,310.83501427868424,46.18844902007125,-19.983315640970858,IERS2010 latitude +46.1884 N longitude -19.9833 E elevation 423095.3 m
2023-05-04 07:15:57.709293,50,54.2315,32.6952,999.5422,295.373,209.745,311.05,311.2661460643792,45.72580204186914,-18.752991137895542,IERS2010 latitude +45.7258 N longitude -18.7530 E elevation 422968.1 m
2023-05-04 07:16:13.402657,51,54.5595,32.8027,999.5247,295.373,209.745,311.484,311.7020555673986,45.24910746512906,-17.545234782713933,IERS2010 latitude +45.2491 N longitude -17.5452 E elevation 422837.1 m
2023-05-04 07:16:29.095799,52,54.5503,32.7668,999.5166,295.373,209.745,311.92,312.1355335230735,44.75842437821907,-16.35885004341852,IERS2010 latitude +44.7584 N longitude -16.3589 E elevation 422702.1 m
2023-05-04 07:16:44.784686,53,54.3602,32.8027,999.5107,295.373,209.745,312.349,312.5599648931926,44.254354272499064,-15.194018629225551,IERS2010 latitude +44.2544 N longitude -15.1940 E elevation 422563.6 m
2023-05-04 07:17:00.469562,54,54.0323,32.8206,999.5046,295.373,209.745,312.77,312.97930435728557,43.73737908689488,-14.05057826665329,IERS2010 latitude +43.7374 N longitude -14.0506 E elevation 422421.7 m
2023-05-04 07:17:16.137291,55,54.2959,32.8564,999.4954,295.373,209.745,313.19,313.3996444440919,43.20837043254295,-12.929145681381922,IERS2010 latitude +43.2084 N longitude -12.9291 E elevation 422276.6 m
2023-05-04 07:17:31.806448,56,54.4399,32.8922,999.5066,295.373,209.745,313.61,313.8247520029389,42.667194227211944,-11.828177246268588,IERS2010 latitude +42.6672 N longitude -11.8282 E elevation 422128.5 m
2023-05-04 07:17:47.464901,57,54.5625,32.9817,999.5288,295.373,209.745,314.04,314.2541899017197,42.1146815932282,-10.748158594561048,IERS2010 latitude +42.1147 N longitude -10.7482 E elevation 421977.7 m
2023-05-04 07:18:03.117818,58,54.1794,32.8564,999.509,295.373,209.745,314.468,314.6799668191054,41.551077898622836,-9.68836613588921,IERS2010 latitude +41.5511 N longitude -9.6884 E elevation 421824.3 m
2023-05-04 07:18:18.775687,59,54.1058,32.8206,999.5068,295.373,209.745,314.892,315.1011299437067,40.976590251533025,-8.648057342419404,IERS2010 latitude +40.9766 N longitude -8.6481 E elevation 421668.5 m
2023-05-04 07:18:34.479888,60,54.2039,32.8564,999.5278,295.373,209.745,315.307,315.51666157733735,40.38957428532573,-7.623366265420862,IERS2010 latitude +40.3896 N longitude -7.6234 E elevation 421509.9 m
2023-05-04 07:18:50.138320,61,54.1273,32.9459,999.4956,295.373,209.745,315.724,315.93772566419574,39.79431254522504,-6.620719213761837,IERS2010 latitude +39.7943 N longitude -6.6207 E elevation 421349.8 m
2023-05-04 07:19:05.785917,62,54.1303,32.9996,999.4846,295.373,209.745,316.155,316.37041473302145,39.18976392116725,-5.6371165853505065,IERS2010 latitude +39.1898 N longitude -5.6371 E elevation 421188.1 m
2023-05-04 07:19:21.449414,63,54.2254,32.9101,999.4951,295.373,209.745,316.599,316.8363736532943,38.57523686795916,-4.670438658691364,IERS2010 latitude +38.5752 N longitude -4.6704 E elevation 421024.7 m
2023-05-04 07:19:37.134938,64,54.1212,32.9459,999.4622,295.373,209.745,317.071,317.3009631206386,37.95080597517732,-3.7199352453025902,IERS2010 latitude +37.9508 N longitude -3.7199 E elevation 420859.8 m
2023-05-04 07:19:52.784993,65,54.302,32.9459,999.4739,295.373,209.745,317.531,317.7591800214872,37.319176016521624,-2.788721902069515,IERS2010 latitude +37.3192 N longitude -2.7887 E elevation 420694.2 m
2023-05-04 07:20:08.476428,66,54.4645,32.8922,999.4939,295.373,209.745,317.96,318.15993112575393,36.67750101081701,-1.8716822227031973,IERS2010 latitude +36.6775 N longitude -1.8717 E elevation 420527.3 m
2023-05-04 07:20:24.142485,67,54.1978,32.8743,999.4912,295.373,209.745,318.365,318.5736869102004,36.02882871023964,-0.9723100247782409,IERS2010 latitude +36.0288 N longitude -0.9723 E elevation 420360.0 m
2023-05-04 07:20:39.806721,68,53.9771,32.8922,999.4905,295.373,209.745,318.786,319.0021856579703,35.37254991220609,-0.08880757306372679,IERS2010 latitude +35.3725 N longitude -0.0888 E elevation 420192.5 m
2023-05-04 07:20:55.449846,69,54.0231,33.0534,999.5,295.373,209.745,319.222,319.44735348240965,34.709755768062955,0.7782673015383335,IERS2010 latitude +34.7098 N longitude 0.7783 E elevation 420025.0 m
2023-05-04 07:21:11.155521,70,54.2407,32.9996,999.5034,295.373,209.745,319.676,319.9026743830502,34.03734101209029,1.6337192688986708,IERS2010 latitude +34.0373 N longitude 1.6337 E elevation 419857.0 m
2023-05-04 07:21:26.815603,71,54.0629,32.9817,999.498,295.373,209.745,320.132,320.3629574161228,33.3598964201461,2.47247652476027,IERS2010 latitude +33.3599 N longitude 2.4725 E elevation 419689.7 m
2023-05-04 07:21:42.499388,72,53.8667,33.0176,999.4824,295.373,209.745,320.602,320.8471426961958,32.67483455820398,3.2985657575228085,IERS2010 latitude +32.6748 N longitude 3.2986 E elevation 419522.8 m
2023-05-04 07:21:58.135690,73,53.9955,32.9817,999.4939,295.373,209.745,321.086,321.3249895607191,31.985568346269527,4.108676649810201,IERS2010 latitude +31.9856 N longitude 4.1087 E elevation 419357.3 m
2023-05-04 07:22:13.804230,74,53.8943,33.0355,999.491,295.373,209.745,321.568,321.8144648223043,31.28866828312477,4.907597971116486,IERS2010 latitude +31.2887 N longitude 4.9076 E elevation 419192.4 m
2023-05-04 07:22:29.485952,75,53.9801,33.0176,999.4915,295.373,209.745,322.059,322.30149146107203,30.585526916886067,5.694359746541461,IERS2010 latitude +30.5855 N longitude 5.6944 E elevation 419028.7 m
2023-05-04 07:22:45.121267,76,54.3541,33.0355,999.5256,295.373,209.745,322.548,322.80083634600794,29.87909423583432,6.466424718041554,IERS2010 latitude +29.8791 N longitude 6.4664 E elevation 418867.0 m
2023-05-04 07:23:00.784854,77,53.9403,33.0355,999.4683,295.373,209.745,323.06,323.32249545896224,29.1657115547941,7.228486205535741,IERS2010 latitude +29.1657 N longitude 7.2285 E elevation 418706.7 m
2023-05-04 07:23:16.466209,78,53.9985,33.0534,999.4807,295.373,209.745,323.586,323.84893228924096,28.446567069911502,7.979842084825239,IERS2010 latitude +28.4466 N longitude 7.9798 E elevation 418548.3 m
2023-05-04 07:23:32.120220,79,54.1395,32.9817,999.4897,295.373,209.745,324.123,324.40515557449015,27.723769756927524,8.718939784303178,IERS2010 latitude +27.7238 N longitude 8.7189 E elevation 418392.4 m
2023-05-04 07:23:47.776493,80,54.1886,32.9638,999.4863,295.373,209.745,324.697,324.9962947867764,26.996344294157065,9.447430215855965,IERS2010 latitude +26.9963 N longitude 9.4474 E elevation 418238.9 m
2023-05-04 07:24:03.429295,81,54.3112,33.0534,999.4783,295.373,209.745,325.299,325.60709811368315,26.263617944069036,10.166556311095523,IERS2010 latitude +26.2636 N longitude 10.1666 E elevation 418087.9 m
2023-05-04 07:24:18.999057,82,54.3112,33.125,999.4919,295.373,209.745,325.92,326.23632246078137,25.531913689967645,10.870813630508803,IERS2010 latitude +25.5319 N longitude 10.8708 E elevation 417940.9 m
2023-05-04 07:24:34.516453,83,54.1426,33.125,999.5208,295.373,209.745,326.549,326.8572822789839,24.79801211067861,11.564048450844842,IERS2010 latitude +24.7980 N longitude 11.5640 E elevation 417797.3 m
2023-05-04 07:24:50.032612,84,53.9924,33.1608,999.4829,295.373,209.745,327.167,327.4777298329987,24.06029628141875,12.248366466750069,IERS2010 latitude +24.0603 N longitude 12.2484 E elevation 417657.0 m
2023-05-04 07:25:05.544991,85,54.1579,33.125,999.4619,295.373,209.745,327.801,328.13478720096475,23.31908997983258,12.92398539054918,IERS2010 latitude +23.3191 N longitude 12.9240 E elevation 417520.2 m
2023-05-04 07:25:21.070830,86,54.1058,33.2504,999.4558,295.373,209.745,328.477,328.8281811753153,22.573860416640937,13.591881667934906,IERS2010 latitude +22.5739 N longitude 13.5919 E elevation 417387.0 m
2023-05-04 07:25:36.586730,87,53.9158,33.125,999.4604,295.373,209.745,329.198,329.57769539898123,21.82536292170692,14.251853494786198,IERS2010 latitude +21.8254 N longitude 14.2519 E elevation 417257.6 m
2023-05-04 07:25:52.093279,88,53.8483,33.1787,999.4065,295.373,209.745,329.975,330.38579898534755,21.074283503631115,14.90378210450278,IERS2010 latitude +21.0743 N longitude 14.9038 E elevation 417132.4 m
2023-05-04 07:26:07.608793,89,53.9587,33.1787,999.4714,295.373,209.745,330.8,331.2162031393539,20.319908148791768,15.548753011142024,IERS2010 latitude +20.3199 N longitude 15.5488 E elevation 417011.4 m
2023-05-04 07:26:23.125853,90,53.9985,33.3041,999.4658,295.373,209.745,331.644,332.07058296489436,19.562141369378182,16.187280199676056,IERS2010 latitude +19.5621 N longitude 16.1873 E elevation 416894.8 m
2023-05-04 07:26:38.654212,91,54.0568,33.2324,999.4714,295.373,209.745,332.515,332.97399842603363,18.801439865084728,16.819402344749914,IERS2010 latitude +18.8014 N longitude 16.8194 E elevation 416782.8 m
2023-05-04 07:26:54.188632,92,53.9801,33.2504,999.45,295.373,209.745,333.45,333.9371473065592,18.037587084355128,17.44571273111525,IERS2010 latitude +18.0376 N longitude 17.4457 E elevation 416675.4 m
2023-05-04 07:27:09.699517,93,54.1487,33.2324,999.4634,295.373,209.745,334.454,334.99303137299336,17.272380497436593,18.065161810557232,IERS2010 latitude +17.2724 N longitude 18.0652 E elevation 416573.2 m
2023-05-04 07:27:25.207547,94,53.738,33.2324,999.4922,295.373,209.745,335.524,336.05031733575464,16.50477603881136,18.6790158544519,IERS2010 latitude +16.5048 N longitude 18.6790 E elevation 416476.0 m
2023-05-04 07:27:40.721127,95,53.7656,33.2683,999.4097,295.373,209.745,336.598,337.161911840154,15.734829409780742,19.287622677937044,IERS2010 latitude +15.7348 N longitude 19.2876 E elevation 416384.2 m
2023-05-04 07:27:56.254744,96,53.9464,33.1966,999.4233,295.373,209.745,337.742,338.3290562730731,14.961967304267267,19.891809362784386,IERS2010 latitude +14.9620 N longitude 19.8918 E elevation 416297.6 m
2023-05-04 07:28:11.757998,97,53.9311,33.2862,999.4399,295.373,209.745,338.953,339.5756955701946,14.188243025524077,20.490352481911454,IERS2010 latitude +14.1882 N longitude 20.4904 E elevation 416216.7 m
2023-05-04 07:28:27.274250,98,53.8453,33.2504,999.4502,295.373,209.745,340.208,340.84336672731797,13.412377347553127,21.08462179541837,IERS2010 latitude +13.4124 N longitude 21.0846 E elevation 416141.4 m
2023-05-04 07:28:42.794993,99,53.8208,33.3757,999.3958,295.373,209.745,341.512,342.20309858916926,12.634132322625545,21.67515216723096,IERS2010 latitude +12.6341 N longitude 21.6752 E elevation 416071.9 m
2023-05-04 07:28:58.324912,100,53.9035,33.3936,999.3816,295.373,209.745,342.92,343.65554002371977,11.853975026279814,22.26193615049027,IERS2010 latitude +11.8540 N longitude 22.2619 E elevation 416008.3 m
2023-05-04 07:29:13.830039,101,54.0936,33.4115,999.3682,295.373,209.745,344.418,345.1986505119549,11.073438405060996,22.84417892212528,IERS2010 latitude +11.0734 N longitude 22.8442 E elevation 415950.9 m
2023-05-04 07:29:29.357874,102,53.548,33.3399,999.3901,295.373,209.745,346.014,346.84080984221265,10.290530607830545,23.423712015561502,IERS2010 latitude +10.2905 N longitude 23.4237 E elevation 415899.5 m
2023-05-04 07:29:44.865560,103,53.7717,33.3757,999.3706,295.373,209.745,347.7,348.5479883045006,9.507442617413455,23.99925276151899,IERS2010 latitude +9.5074 N longitude 23.9993 E elevation 415854.5 m
2023-05-04 07:30:00.404448,104,53.8698,33.4294,999.3638,295.373,209.745,349.43,350.34412485808616,8.721170041122408,24.57333648203383,IERS2010 latitude +8.7212 N longitude 24.5733 E elevation 415815.7 m
2023-05-04 07:30:15.919036,105,54.02,33.4473,999.3477,295.373,209.745,351.27,352.2113628271579,7.935433459965647,25.143572682673074,IERS2010 latitude +7.9354 N longitude 25.1436 E elevation 415783.4 m
2023-05-04 07:30:31.445336,106,53.9066,33.4832,999.3352,295.373,209.745,353.186,354.18540873314936,7.147692312063868,25.712134063895757,IERS2010 latitude +7.1477 N longitude 25.7121 E elevation 415757.6 m
2023-05-04 07:30:46.963717,107,53.7411,33.4832,999.3364,295.373,209.745,355.211,356.2620214554728,6.3596807591857,26.27808728964094,IERS2010 latitude +6.3597 N longitude 26.2781 E elevation 415738.4 m
2023-05-04 07:31:02.459405,108,53.6123,33.5906,999.3147,295.373,209.745,357.323,358.38751496019995,5.570937261217922,26.842084565621356,IERS2010 latitude +5.5709 N longitude 26.8421 E elevation 415725.8 m
2023-05-04 07:31:17.935095,109,53.5234,33.5548,999.3359,295.373,209.745,359.467,0.5546462052419731,4.784705874758086,27.402133182443247,IERS2010 latitude +4.7847 N longitude 27.4021 E elevation 415719.9 m
2023-05-04 07:31:33.470946,110,53.7135,33.519,999.3113,295.373,209.745,1.656,2.7617812279225435,3.9939667032959165,27.96354141413618,IERS2010 latitude +3.9940 N longitude 27.9635 E elevation 415720.7 m
2023-05-04 07:31:49.021478,111,53.3395,33.4652,999.3218,295.373,209.745,3.862,4.952922775692148,3.2015717572176805,28.524576784727095,IERS2010 latitude +3.2016 N longitude 28.5246 E elevation 415728.3 m
2023-05-04 07:32:04.534889,112,53.6399,33.5369,999.3533,295.373,209.745,6.072,7.207641645246935,2.410877122228651,29.083173592410677,IERS2010 latitude +2.4109 N longitude 29.0832 E elevation 415742.7 m
2023-05-04 07:32:20.059545,113,53.7349,33.5011,999.3262,295.373,209.745,8.389,9.574736763442294,1.6195295698679035,29.64130436497929,IERS2010 latitude +1.6195 N longitude 29.6413 E elevation 415763.8 m
2023-05-04 07:32:35.602460,114,53.4805,33.5727,999.3235,295.372,209.745,10.767,11.942000928819613,0.8268523722423692,30.199749284798855,IERS2010 latitude +0.8269 N longitude 30.1997 E elevation 415791.9 m
2023-05-04 07:32:51.139738,115,53.7686,33.6622,999.3823,295.373,209.745,13.136,14.336857350896489,0.03417154257841246,30.75787804038035,IERS2010 latitude +0.0342 N longitude 30.7579 E elevation 415826.7 m
2023-05-04 07:33:06.658478,116,53.505,33.6443,999.3494,295.373,209.745,15.567,16.811962519305492,-0.7573772822902407,31.315195787487877,IERS2010 latitude -0.7574 N longitude 31.3152 E elevation 415868.4 m
2023-05-04 07:33:22.181488,117,53.6828,33.6622,999.3521,295.373,209.745,18.065,19.318846850375273,-1.5490303015475573,31.872876704017024,IERS2010 latitude -1.5490 N longitude 31.8729 E elevation 415916.8 m
2023-05-04 07:33:37.700580,118,53.692,33.6981,999.3506,295.373,209.745,20.573,21.816829737409233,-2.3402869535521895,32.430872052431376,IERS2010 latitude -2.3403 N longitude 32.4309 E elevation 415972.0 m
2023-05-04 07:33:53.210629,119,53.4958,33.716,999.3528,295.373,209.745,23.076,24.337997701580804,-3.1307796338929648,32.989226061592106,IERS2010 latitude -3.1308 N longitude 32.9892 E elevation 416033.9 m
2023-05-04 07:34:08.729694,120,53.4958,33.716,999.3362,295.373,209.745,25.586,26.81691753064126,-3.921296185349268,33.54880053043661,IERS2010 latitude -3.9213 N longitude 33.5488 E elevation 416102.5 m
2023-05-04 07:34:24.264645,121,53.4958,33.6801,999.2808,295.373,209.745,28.068,29.33027005085504,-4.712168041638579,34.11014048311919,IERS2010 latitude -4.7122 N longitude 34.1101 E elevation 416177.9 m
2023-05-04 07:34:39.794863,122,53.3211,33.7339,999.3247,295.373,209.745,30.584,31.828500532246416,-5.502187855621999,34.672700151969416,IERS2010 latitude -5.5022 N longitude 34.6727 E elevation 416259.8 m
2023-05-04 07:34:55.344254,123,53.4437,33.7518,999.3535,295.373,209.745,33.061,34.27659401003531,-6.292288280041596,35.23745771685941,IERS2010 latitude -6.2923 N longitude 35.2375 E elevation 416348.3 m
2023-05-04 07:35:10.895992,124,53.4069,33.7339,999.311,295.373,209.745,35.48,36.67871689961543,-7.082115825041744,35.804481240202506,IERS2010 latitude -7.0821 N longitude 35.8045 E elevation 416443.4 m
2023-05-04 07:35:26.414727,125,53.5786,33.6981,999.3225,295.372,209.745,37.864,39.03321971030223,-7.8691671558010245,36.372284533125494,IERS2010 latitude -7.8692 N longitude 36.3723 E elevation 416544.6 m
2023-05-04 07:35:41.934306,126,53.6828,33.8592,999.3298,295.373,209.745,40.211,41.37928040717489,-8.655264865184316,36.9424929156523,IERS2010 latitude -8.6553 N longitude 36.9425 E elevation 416652.1 m
2023-05-04 07:35:57.460954,127,53.4069,33.8234,999.344,295.373,209.745,42.539,43.686572950318556,-9.440419276165205,37.51543884334044,IERS2010 latitude -9.4404 N longitude 37.5154 E elevation 416765.8 m
2023-05-04 07:36:12.987195,128,53.364,33.7876,999.3296,295.372,209.745,44.823,45.97764379418344,-10.224728919222958,38.091525891204775,IERS2010 latitude -10.2247 N longitude 38.0915 E elevation 416885.7 m
2023-05-04 07:36:28.540271,129,53.6368,33.8413,999.3472,295.373,209.745,47.128,48.271351091067956,-11.008878985858729,38.67160217872118,IERS2010 latitude -11.0089 N longitude 38.6716 E elevation 417011.6 m
2023-05-04 07:36:44.099205,130,53.5357,33.7876,999.3284,295.373,209.745,49.401,50.51523898814639,-11.791690819592171,39.25514503253197,IERS2010 latitude -11.7917 N longitude 39.2551 E elevation 417143.5 m
